CustomerID;Gender;DOB;District;ZIP;StreetID
664828;M;01/01/1900;1;2970;30181
794918;M;30/06/1970;1;2980;30496
145934;M;26/10/1947;5;3530;38562
119880;M;04/09/1963;5;3530;38345
708778;F;25/05/1960;1;2322;18840
448750;M;21/01/1929;1;2990;30721
654649;M;01/01/1900;1;2018;13335
665830;F;01/01/1900;1;2300;18347
102027;M;03/05/1962;5;3920;46542
478242;M;04/11/1966;5;3680;43068
802967;F;01/01/1900;5;3500;37785
503008;M;19/02/1929;1;2990;30607
92704;;01/01/1900;5;3640;42283
732299;M;20/04/1983;1;2950;29553
853103;M;01/01/1900;5;3680;43226
775373;M;11/04/1939;9;6941;112598
79296;M;12/05/1938;5;3511;37969
108424;;01/01/1900;5;3930;47076
134853;F;12/02/1930;5;3600;40825
649119;M;08/10/1932;1;2930;28899
133388;;01/01/1900;5;3870;45771
809857;M;15/04/1929;7;9100;68548
48296;M;01/01/1900;1;2980;30440
834895;M;18/06/1970;1;2260;17217
661871;F;01/01/1900;1;2910;28567
94699;M;01/01/1900;5;3630;41848
959735;M;01/01/1900;1;2860;27547
78403;M;01/01/1900;5;3500;37344
53159;M;01/01/1900;1;2050;14034
30916;M;13/02/1951;5;3950;47549
59259;M;01/01/1900;5;3583;40128
854388;M;03/01/1944;1;2500;22654
76949;M;01/01/1900;5;3500;37415
689119;M;15/02/1917;1;2220;16088
146288;F;16/01/1985;5;3990;48511
146704;F;05/10/1972;5;3530;38424
151034;M;08/01/1985;1;2550;23582
482314;M;02/11/1950;5;3930;47137
746052;M;16/07/1948;5;3670;43000
156467;;01/01/1900;5;3530;38337
343367;M;01/01/1900;5;3600;40869
12650;F;01/01/1900;5;3600;41042
152441;F;17/08/1956;5;3650;42362
148689;F;30/08/1967;5;3600;40981
258487;;01/01/1900;1;2100;14628
493846;M;01/01/1900;5;3740;44567
158867;F;11/10/1939;5;3582;40007
710374;;01/01/1900;1;2530;23083
90119;M;07/03/1949;5;3620;41548
146680;F;23/01/1969;5;3630;41751
170116;M;10/11/1953;1;2800;25807
65777;;01/01/1900;5;3520;38223
121897;F;01/01/1900;2;1820;10429
115697;F;19/12/1957;5;3960;47692
792661;M;01/01/1900;5;3530;38418
458692;M;03/05/1960;7;9120;69036
831106;F;19/11/1944;1;2220;16058
79027;M;29/03/1962;5;3511;37993
169771;M;12/06/1959;5;3900;46145
46022;F;01/01/1900;5;3500;37601
203645;F;01/01/1900;1;2240;16777
201384;F;01/01/1900;7;9280;72413
209335;M;01/01/1900;5;3700;43663
66373;;01/01/1900;5;3500;37603
215874;M;03/10/1953;7;9100;68500
772345;M;01/01/1900;1;2900;28418
686073;M;05/10/1966;1;2630;25128
750239;M;01/01/1900;5;3512;38062
248786;M;21/08/1976;5;3740;44334
726595;F;03/11/1946;1;2300;18111
273366;M;29/04/1944;1;2800;25883
858670;M;19/12/1941;4;4607;138449
600133;M;01/01/1900;1;2627;24972
880770;F;14/04/1978;5;3740;44325
118150;M;02/08/1924;8;8450;53210
887509;M;08/08/1978;5;3740;44510
194809;M;10/11/1933;1;2018;13293
165006;M;26/01/1964;5;3930;47075
607066;F;01/01/1900;1;2290;18037
788096;F;01/01/1900;5;3540;38737
610490;M;25/02/1980;5;3620;41324
610909;M;01/01/1900;1;2900;28362
780872;M;01/01/1900;5;3665;42739
211228;M;01/01/1900;1;2020;13468
943837;M;01/01/1900;1;2630;25102
434880;M;14/04/1936;1;2275;17667
987888;F;01/01/1900;1;2018;13335
764010;M;01/01/1900;1;2242;16852
462539;M;31/01/1943;1;2310;18581
617861;M;07/09/1946;1;2322;18821
617931;M;01/01/1900;1;2600;24508
613450;M;01/01/1900;1;2920;28669
617978;M;26/09/1985;1;2960;29716
617363;M;29/05/1955;5;3500;37698
112614;M;16/12/1943;5;3990;48266
659785;M;02/05/1936;7;9420;74244
100246;M;23/02/1933;5;3740;44448
11301;M;01/01/1900;5;3590;40353
207176;M;12/12/1968;5;3530;38559
463919;M;01/01/1900;5;3511;37976
621193;M;01/01/1900;5;3660;42573
622510;F;01/01/1900;1;2800;26257
622765;M;12/11/1938;1;2520;23010
621638;M;08/06/1967;5;3700;43743
59304;M;01/01/1900;1;2520;22916
724763;M;04/12/1949;1;2980;30369
869174;M;12/09/1960;1;2240;16799
627451;M;08/07/1983;1;2150;15065
627399;F;01/01/1900;1;2940;29169
634261;M;01/01/1900;5;3920;46638
677422;M;01/01/1900;1;2440;21116
30873;M;01/01/1900;5;3920;46458
635984;M;15/08/1964;5;3650;42342
635283;F;14/03/1969;5;3530;38338
156973;M;11/10/1957;5;3950;47481
918489;M;01/01/1900;1;2320;18703
783523;F;01/01/1900;5;3600;41014
364377;M;07/08/1948;5;3700;43954
910596;M;24/07/1952;5;3930;47096
828560;M;12/12/1972;1;2960;29961
773992;M;01/01/1900;1;2440;21019
853339;F;19/02/1919;1;2910;28579
638818;M;20/06/1957;5;3990;48331
792117;M;12/06/1962;5;3945;47419
104555;;01/01/1900;5;3700;43771
639562;F;31/10/1931;5;3500;37722
639397;M;04/11/1956;5;3980;48207
643523;M;06/11/1919;1;2860;27490
115366;M;05/10/1933;5;3680;43148
745180;F;01/01/1900;1;2020;13456
697799;F;01/01/1900;1;2845;27204
887398;M;01/01/1900;1;2300;18348
699915;M;01/01/1900;1;2100;14690
1100966;M;25/01/1931;5;3511;37903
641348;M;26/03/1937;1;2812;26487
704809;M;01/08/1978;1;2275;17559
704300;M;01/01/1900;1;2600;24481
204554;M;01/01/1900;1;2020;13416
465055;M;01/01/1900;1;2370;19752
224695;M;01/01/1900;1;2310;18529
781229;F;19/09/1932;1;2020;13416
762867;M;01/01/1900;1;2270;17515
709132;;01/01/1900;1;2300;18270
709884;M;01/01/1900;5;3920;46552
152589;M;01/01/1900;5;3540;38683
653487;M;01/01/1900;1;2460;21784
1012277;F;24/01/1958;1;2490;22360
708169;F;23/04/1958;5;3960;47657
199691;M;01/01/1900;7;9130;69347
722331;F;01/01/1900;1;2960;29772
1000660;M;01/01/1900;1;2920;28665
147636;M;01/01/1900;5;3720;44027
729330;F;13/07/1972;1;2990;30763
724712;M;27/04/1960;1;2900;28141
200989;M;01/01/1900;1;2860;27431
1004392;M;02/12/1957;1;2560;23762
1003941;M;11/11/1962;1;2018;13245
778798;M;11/02/1960;1;2980;30340
928311;M;01/01/1900;5;3700;109051
1005451;M;20/11/1938;1;2980;30445
1005612;M;24/06/1984;1;2620;24901
598303;M;01/01/1900;1;2380;19808
1005565;F;01/01/1900;1;2811;26383
1008436;F;01/01/1900;5;3920;46597
800557;M;01/01/1900;1;2400;20427
1008812;M;01/01/1900;5;3600;40928
1008816;F;01/01/1900;5;3920;46597
75683;;06/02/1946;1;2200;15675
985688;F;01/01/1900;5;3511;136064
1009367;M;01/01/1900;5;3600;40855
456330;M;01/01/1900;1;2920;28889
1010541;;08/09/1947;1;2610;24672
174584;M;03/03/1933;5;3540;38709
1012112;F;01/01/1900;1;2340;19256
300189;M;19/06/1926;1;2230;16539
1013184;F;01/01/1900;7;9170;70279
1012401;M;24/02/1982;7;9120;102613
1013062;F;01/01/1900;1;2560;23719
1012138;M;01/01/1959;1;2040;13846
1012450;M;01/01/1900;1;2640;25176
1012459;F;14/02/1945;1;2980;30521
1012153;M;21/05/1963;1;2110;14745
1012448;F;05/10/1981;7;9220;71269
1012128;M;28/01/1978;2;1880;11467
1012048;F;11/06/1969;1;2460;21622
1015231;F;01/01/1900;1;2500;22559
1012360;M;17/07/1967;1;2960;29685
1012323;M;08/03/1961;1;2660;25727
1012561;F;01/01/1900;7;9190;70618
9029;F;01/01/1900;5;3920;46874
759888;F;06/04/1946;1;2400;20566
1012206;F;25/08/1983;1;2275;17542
1014037;F;07/03/1974;5;3640;42084
1015557;M;01/01/1900;1;2370;19762
712387;M;23/06/1977;1;2940;29231
695041;M;17/09/1952;5;3550;39232
646884;M;05/04/1936;7;9140;69410
1016105;F;01/01/1900;1;2450;21432
1015972;F;01/01/1900;1;2650;25392
1016777;F;01/01/1900;7;9100;108877
307591;M;01/01/1900;1;2460;21604
1016426;F;22/06/1963;1;2100;14643
1016489;F;05/01/1978;2;3140;33936
1016421;M;17/06/1958;1;2650;25464
1016574;F;14/04/1962;7;9140;69498
674586;M;01/01/1900;7;9240;111605
910489;M;01/01/1900;5;3800;45267
54085;M;01/01/1900;1;2180;15566
164983;;01/01/1900;5;3950;47551
1017458;F;01/01/1900;1;2140;14872
758961;M;01/01/1900;5;3630;41657
1019924;M;01/01/1900;5;3630;41743
1018330;F;01/01/1900;1;2370;19688
1018685;M;01/01/1900;1;2000;12751
103399;M;17/07/1961;5;3830;45507
1019659;F;01/01/1900;5;3640;42290
1012984;M;20/04/1959;7;9100;68706
182687;F;01/10/1956;5;3980;48228
408004;F;17/02/1968;5;3550;39294
972441;M;01/01/1900;7;9170;70232
1022740;F;01/01/1900;2;3150;33981
98118;;01/01/1900;5;3700;43779
970777;F;01/01/1900;5;3680;43334
1023477;M;01/01/1900;1;2870;27687
1023482;M;01/01/1900;1;2845;27199
1024740;M;01/01/1900;5;3950;47613
1024762;M;01/01/1900;5;3630;41831
1024766;F;01/01/1900;5;3620;41549
1018138;M;01/01/1900;7;9700;77141
1025738;F;01/01/1900;1;2370;19757
1024645;M;08/01/1980;5;3500;37601
655732;M;01/01/1900;1;2990;30614
714533;M;01/01/1900;1;2800;26315
1026837;M;01/01/1900;7;9220;71199
1025973;M;01/01/1900;1;2610;24665
1025974;M;01/01/1900;6;1982;12666
1026090;M;01/01/1900;2;1840;10679
1026096;M;20/12/2007;1;2322;141545
1026514;M;01/01/1900;7;9280;72437
1027575;M;01/01/1900;7;9120;68971
1100239;;01/01/2222;7;9220;71206
1027748;F;20/12/1960;5;3670;42874
1100230;M;20/11/1945;5;3582;40060
1101024;M;01/01/1900;5;3990;48311
157522;M;01/01/1900;5;3550;39072
1100313;M;29/11/1958;5;3570;39588
502178;M;01/01/1900;5;3520;38150
1100938;M;01/01/1900;1;2990;30901
594963;M;17/04/1951;1;2018;13292
1100031;F;14/01/1991;1;2300;18238
1101441;M;01/01/2222;1;2980;30373
1101551;M;01/01/1900;1;2520;23010
1101194;F;01/01/2222;1;2660;25544
193305;M;01/01/1900;1;2950;29495
716249;M;01/01/1900;1;2018;13263
1102150;M;01/01/1900;1;2160;15213
1102195;M;01/01/2222;1;2260;17108
1102535;F;11/07/1938;1;2850;27288
1102837;M;27/10/1976;5;3740;44368
1102910;M;01/01/2222;5;3530;38490
1102303;F;20/05/1955;5;3550;39270
940996;F;01/01/1900;1;2920;28816
665402;M;01/01/1900;1;2660;25694
1005543;M;01/01/1900;1;2620;24963
206822;M;01/01/1900;5;3730;44228
1103371;;01/01/1900;1;2600;24372
1103505;M;01/01/1900;1;2275;17627
189721;M;01/01/1900;5;3700;43815
1021269;M;01/01/1900;1;2940;29216
1104132;M;12/05/1949;1;2600;24405
141231;M;08/11/1961;5;3630;41672
1103754;F;01/01/1900;5;3665;42789
1103781;F;01/01/1900;5;3500;37668
1104278;M;01/01/1900;5;3581;39912
1104281;M;01/01/1900;1;2370;19754
757988;M;08/07/1937;1;2840;27079
1102866;M;01/01/2222;1;2490;22277
1102847;M;01/01/2222;1;2380;19831
1104255;M;26/01/1966;1;2370;19705
1104617;M;01/01/1900;1;2440;21067
1104838;M;01/01/1900;1;2650;25451
268358;M;01/01/1900;1;2800;26131
1104836;M;01/01/1900;1;2580;24162
922675;M;08/10/1932;1;2260;17206
1102389;M;01/01/1900;5;3700;43696
1102454;M;01/01/1900;5;3630;41771
1102477;;01/01/1900;5;3971;48076
288683;M;10/12/1962;5;3550;39280
1103831;F;25/07/1977;5;3511;37902
253165;M;02/03/1948;1;2960;29610
1016126;M;29/10/1978;5;3800;45206
293000;M;05/03/1935;5;3730;44149
595080;M;16/08/1948;1;2880;28008
615206;F;08/06/1955;5;3500;37722
76969;M;01/01/1900;5;3500;37606
497954;M;01/01/1900;5;3920;46886
799769;M;02/10/1961;5;3840;45570
1114050;F;16/11/1957;1;2460;21707
1115876;F;19/12/1970;1;2610;24700
1116187;M;01/01/1900;1;2260;17288
1117537;M;01/01/1900;1;2960;29719
1119184;;01/01/1900;5;3680;43100
1119917;M;01/01/1900;5;3630;41993
298867;;01/01/1900;5;3793;44975
70078;;01/01/1900;5;3970;47947
1120599;M;01/01/1900;5;3840;45548
11353;M;01/01/1900;1;2390;20230
1112296;M;17/05/1962;5;3920;46655
672099;M;02/09/1936;1;2180;15629
1122320;M;01/01/1900;5;3640;42230
1122325;M;01/01/1900;1;2381;19936
666035;M;23/06/1945;1;2500;22793
76755;F;01/01/1900;5;3500;37816
260536;F;01/01/1900;1;2470;21951
1126074;M;01/01/1900;5;3850;45754
56876;M;19/12/1943;1;2940;29176
70782;M;01/01/1900;5;3520;38144
129049;;01/01/1900;5;3960;138125
152547;M;09/09/1963;5;3800;45132
1136034;F;01/05/1947;5;3500;37527
133012;M;01/01/1900;2;3454;37101
125522;M;14/03/1962;5;3730;44194
640930;F;01/01/1900;1;2610;24714
27613;M;01/01/1900;5;3520;38239
1140412;M;01/01/1900;1;2100;14726
200518;M;01/01/1900;1;2160;15096
250717;;01/01/1900;5;3600;40634
1149691;F;01/01/1900;1;2870;27665
1144737;M;06/11/1970;1;2140;14876
93173;;01/01/1900;5;3650;42542
684284;M;01/01/1900;1;2250;16965
743976;F;01/01/1900;2;3128;33640
1153507;M;01/01/1900;1;2370;19754
773650;M;01/01/1900;1;2610;24694
1161048;M;03/11/1980;5;3530;38460
1101593;F;07/09/1965;1;2310;18545
596708;F;30/04/1959;1;2000;13143
1161356;F;27/11/1947;1;2180;15585
1163290;M;26/03/1989;1;2000;12789
410112;F;01/01/1900;5;3550;39211
1164413;M;28/01/1945;1;2330;18952
54653;M;01/01/1900;5;3511;37955
1165651;F;17/01/1945;1;2600;24466
1167920;M;04/09/1988;5;3740;44534
1168095;M;22/11/1950;1;2520;22875
1168942;M;23/12/1984;1;2980;30469
494542;M;01/01/1900;5;3730;44158
1027262;F;01/01/1900;5;3920;46590
93006;M;01/01/1900;5;3650;42402
493488;M;01/03/1963;5;3670;42872
126908;;01/01/1900;5;3830;45476
32954;F;12/06/1969;5;3970;47990
1101399;M;01/01/1900;5;3840;0
964712;M;17/07/1977;1;2290;0
773549;M;30/07/1959;5;3600;41225
67720;M;01/11/1937;5;3500;37489
69926;M;04/01/1946;5;3700;43703
247619;M;01/01/1900;5;3520;38228
777710;F;01/01/1900;5;3630;41792
364568;M;01/01/1900;5;3500;37645
271727;M;01/01/1900;5;3800;45221
892613;M;01/01/1900;5;3512;38060
162298;M;06/03/1949;5;3680;43251
119012;;01/01/1900;5;3500;37776
109965;M;02/08/1944;5;3950;47529
791768;F;29/09/1962;5;3520;38245
768283;M;07/03/1943;5;3520;38218
304201;M;10/09/1974;7;9130;69323
126990;;01/01/1900;5;3840;45681
95660;M;01/01/1900;5;3680;43361
1006986;;01/01/1900;2;3000;31086
666148;M;02/05/1943;1;2070;14326
1173686;;01/01/1900;1;2288;0
97127;M;01/01/1900;5;3690;43423
1169078;M;02/10/1957;5;3600;0
287734;;01/01/1900;5;3920;0
1011188;M;01/01/1900;2;3220;0
708300;F;14/07/1982;2;3010;0
619493;F;19/05/1970;5;3520;0
92913;M;07/11/1962;5;3640;0
809169;F;30/01/1973;1;2940;0
965165;M;01/01/1900;5;3740;0
603795;M;01/01/1900;10;5060;0
755387;M;09/04/1943;5;3630;0
121813;;01/01/1900;5;3590;0
1016568;F;24/12/1985;1;2980;0
78610;M;04/06/1944;5;3510;0
292489;;01/01/1900;2;3300;0
1196073;F;13/11/1985;7;9120;0
1198892;M;01/01/1900;5;3920;0
503222;M;08/12/1938;5;3920;0
899471;F;19/04/1950;5;3500;0
217286;F;01/01/1900;7;9270;0
1201970;M;01/01/1900;5;3950;0
677614;F;29/03/1913;1;2400;0
1203240;M;01/01/1900;5;3970;0
384813;M;27/10/1974;1;2340;0
90221;M;18/11/1951;7;9200;0
831146;;02/08/1961;8;8200;0
115310;F;10/10/1970;5;3950;0
1211742;F;18/12/1976;1;2490;0
126557;;01/01/1900;8;8300;0
246652;M;01/01/1900;5;3620;0
4416;M;01/01/1900;5;3700;43813
1109506;M;01/01/1900;5;3510;0
665197;M;12/05/1921;7;9100;0
688663;M;17/05/1937;7;9220;0
992812;M;01/01/1900;1;2900;28440
494289;;01/01/1900;5;3510;37891
277432;M;01/01/1900;1;2242;16827
112215;;01/01/1900;5;3980;48147
60076;M;10/02/1928;5;3511;37971
745470;M;01/01/1900;5;3650;42401
96823;M;21/02/1956;5;3690;43538
97407;;01/01/1900;5;3700;43945
874542;M;01/01/1900;5;3890;45895
119412;M;15/07/1953;5;3520;38216
124875;M;01/01/1900;5;3690;43501
90987;M;30/09/1945;5;3621;41640
88037;M;11/05/1945;5;3590;40363
45521;M;01/01/1900;5;3840;45635
88253;M;19/02/1944;5;3600;40985
709042;M;15/07/1955;1;2240;16777
89299;M;05/04/1965;5;3600;40605
813507;M;17/05/1943;1;2360;19527
75988;M;01/01/1900;2;3290;35589
71100;;01/01/1900;5;3740;44350
195120;M;01/01/1900;5;3550;38933
287148;M;01/01/1900;5;3500;37802
243362;M;13/08/1965;5;3680;129138
594164;M;01/01/1900;5;3640;42310
126371;M;13/12/1951;5;3770;44792
963283;M;01/01/1900;1;2860;27510
96369;;01/01/1900;5;3680;43334
42801;M;11/04/1938;5;3581;39865
806075;F;22/02/1942;5;3840;45660
713976;M;02/07/1969;1;2640;25229
71104;;01/01/1900;5;3770;44780
261247;;01/01/1900;5;3700;43962
101481;M;01/01/1900;5;3770;44852
871676;M;01/01/1900;1;2050;14052
774766;M;01/01/1900;1;2900;28249
676405;F;01/01/1900;1;2250;135269
875997;F;08/07/1950;1;2600;24550
47878;M;01/01/1900;5;3740;44637
76481;F;01/01/1900;5;3500;37574
57032;M;21/09/1952;5;3590;40456
676232;F;28/02/1947;1;2275;17548
757126;M;01/01/1900;5;3900;46103
70052;M;11/09/1957;5;3500;37416
132770;;01/01/1900;5;3582;40066
85627;M;23/05/1957;5;3580;39743
893796;F;01/01/1900;5;3840;45549
754597;M;28/07/1941;5;3650;42435
793482;M;01/01/1900;5;3900;46047
238227;M;07/07/1966;5;3600;40669
771291;M;01/01/1900;5;3910;46423
650049;M;15/03/1938;1;2322;18837
91087;M;30/10/1945;5;3630;41985
975563;M;01/01/1900;5;3740;44563
122823;F;01/01/1900;5;3620;41285
795924;M;10/03/1975;5;3800;45110
